target,imp
CD4,1.300560894297229
CD16,1.9271105781089255
CD31,2.447585019533069
Ki67,1.9219416390741386
CD11c,2.7605782733126505
CD138,12.329747089306268
CD68,8.09835450863819
CSF.1R,1.0436213911294494
CD8,1.4000920486230743
CD3,2.095491738237067
Keratin17,3.096299757722302
CD63,13.84339632760575
CD45RO,10.465776875672638
p53,1.9216946503400856
Beta.catenin,3.5644753280538715
HLA.DR,7.071982980349393
CD11b,1.4442199617019527
CD45,4.265095653917306
H3K9ac,19.314447183862423
Pan.Keratin,17.89671027658769
phospho.S6,25.663479039772152
MPO,1.2623597052046927
Keratin6,10.52562448980748
HLA_Class_1,10.771540377927563
