target,imp
CD4,0.1233858401351014
CD16,0.6936380684843482
CD56,0.12058583340342816
PD1,0.17369360017408958
CD31,0.1374820512512099
PD.L1,1.009052069831251
EGFR,2.0733771216787016
Ki67,1.205661282126262
CD209,0.1491910407063915
CD11c,0.2874625297728337
CD138,1.3347573292375168
CD68,1.0119783048179938
CSF.1R,1.0251882688516736
CD8,0.13648838672896038
CD3,0.09943301831488072
IDO,0.1328396418652788
Keratin17,1.330065866490299
CD63,0.8401883788970237
CD45RO,0.6404358923125106
p53,0.6432618142215961
Beta.catenin,2.408914919148797
HLA.DR,0.6963240839388521
CD11b,0.13122361225984414
CD45,1.6779625590319143
H3K9ac,1.6504816959860158
H3K27me3,0.8749473056729846
phospho.S6,1.8172414259468812
MPO,0.3981385588520239
Keratin6,2.967441987661021
HLA_Class_1,1.01009509617789
