target,imp
FoxP3,45.85675229104045
Lag3,30.131418691450968
CD4,37.65179310981168
CD16,4.585162726204231
CD56,0
PD1,0.09904557537843811
CD31,3.282639525666566
PD.L1,4.939206917265032
EGFR,8.100985853586317e-6
Ki67,10.960162019578666
CD209,0
CD11c,8.841790197318625
CD138,0.3028523408320417
CD68,6.37967513999701
CSF.1R,7.588025241318268
CD8,20.317580476473054
CD3,30.028427330188038
IDO,8.326738974051702
Keratin17,4.732468394595263e-4
CD63,0.2381937966435195
CD45RO,76.1058611116777
CD20,23.149704940187313
Beta.catenin,47.71761172425944
HLA.DR,14.00700853012257
CD11b,2.784392969177378
CD45,35.73144768709822
H3K9ac,13.6191908753831
Pan.Keratin,0
H3K27me3,17.74748953246397
phospho.S6,28.260175262222642
MPO,0
Keratin6,0.023930318660031064
HLA_Class_1,9.822936819801203
