target,imp
Lag3,4.87744202100156
CD4,18.46149945866642
CD16,4.595156962801445
CD56,20.429594196928708
OX40,4.718000359547879
PD1,8.08837009145537
CD31,19.70014962005213
PD.L1,7.679747762354716
EGFR,9.244167392090972
Ki67,32.73409036371045
CD11c,15.326722642895035
CD138,6.229085004020435
CD163,9.546950916278664
CD68,8.840741129454937
CSF.1R,16.00680364763298
CD8,6.198431839462761
CD3,13.674782236404871
IDO,8.126490786850518
Keratin17,21.871597450304808
CD63,30.05231699123239
CD45RO,16.225580412751043
CD20,10.956148247334996
p53,16.57283325904319
Beta.catenin,9.950643122697135
HLA.DR,10.956287563813806
CD11b,24.86664669295068
CD45,13.065001233554472
H3K9ac,2.5448988397063337
Pan.Keratin,18.954117005730826
H3K27me3,6.015373817790991
phospho.S6,8.776541117790476
Keratin6,38.682550088702754
HLA_Class_1,6.433919875561296
