target,imp
CD16,0.34786837548578553
HLA.DR,0.050431412189701194
MPO,-0.17110047944126056
Ki67,-0.0320198212935219
CD11c,-0.12972706851911175
Beta.catenin,0.19945349559753586
Pan.Keratin,-0.0026315298168205986
CD11b,-0.09183059316345804
H3K27me3,0.2427013486662757
p53,-0.28536860459378444
CD8,0.20259830867075856
CD68,-0.10024144923176288
CD45,0.2820275268358851
CD45RO,0.05980472361033427
CD138,0.015695871144570175
HLA_Class_1,-0.38186543911126597
Keratin17,0.01074252470104264
CD31,0.28951022764157447
CD3,-0.5595883520221203
CD4,0.5114047059839973
Keratin6,0.28219028163571985
H3K9ac,-0.0123144748068677
phospho.S6,-0.08450522162284374
CSF.1R,0.08591731914628192
