target,imp
CD20,-0.0037003074905589428
Keratin17,-0.0010457451449579658
CD138,0.012456814566258795
MPO,-0.005434559087311862
OX40,-0.010449823059276045
HLA.DR,0.011440070815475805
CD31,-0.007241024627611467
CD4,-0.011746150065793305
CD56,0.003991775083375338
CD3,0.0010733854462422186
IDO,7.134154829142099e-4
PD.L1,0.0171318897130363
H3K27me3,-0.014954286629494268
Pan.Keratin,-0.02804415173936274
CD8,-6.219585014863434e-4
EGFR,0.016043649080288134
Ki67,0.007733660111080418
phospho.S6,-0.005279448003982877
FoxP3,-0.0022494454062744564
HLA_Class_1,-0.0050033922386173504
CD45,0.041801998068784485
CD11b,1.0640835320995545e-4
CD68,-6.028644290669494e-4
Beta.catenin,-0.003170084433416129
p53,0.0021566330080189508
CD63,-0.0024023861554001817
PD1,-0.015112509555535352
H3K9ac,0.015174793877245817
CD11c,-0.003540371218623794
CD163,0.005166042063116268
Keratin6,0.023952729760248884
Lag3,0.0018981908937110662
CSF.1R,-0.005168327840605161
CD16,-0.007321341640926068
