target,imp
FoxP3,0.5975793719710366
CD4,1.0180291284803358
CD16,3.4981771055251327
PD1,1.026245841727221
CD31,0.6526385660652071
EGFR,7.443611395216084
Ki67,5.00057773979435
CD209,0.5684282182579871
CD11c,1.4418350285130261
CD138,6.942293165451437
CD163,0.5279157549671828
CD68,4.52216024388338
CSF.1R,3.4972265537546012
CD8,3.8957255304473635
CD3,1.7828061459527746
IDO,0.30374591193478706
Keratin17,6.143013899166067
CD63,6.134976585324905
CD45RO,4.5476236842457265
CD20,1.099633939173642
p53,1.2570291741620216
Beta.catenin,8.367101185943604
HLA.DR,5.93090283967185
CD11b,1.1658716191986551
CD45,4.375010034326876
H3K9ac,9.020037243170744
Pan.Keratin,8.120953116619853
H3K27me3,8.535201308460577
phospho.S6,7.3706863382296515
MPO,1.0649910609119
Keratin6,7.717502120624342
HLA_Class_1,11.2323949116035
