target,imp
FoxP3,0.9543845922140748
Lag3,1.0042496925372661
CD4,1.17079037552414
CD16,1.1865207897225056
CD56,0.9987731678668752
OX40,1.0522106966083924
PD1,1.0643344072372978
CD31,1.8645137402867002
PD.L1,0.9739313234138041
EGFR,1.2450620172218552
Ki67,3.3454485811940833
CD209,1.0203162713428073
CD11c,1.2025486412640098
CD138,1.2162503147818342
CD68,1.2161774873070244
CSF.1R,0.8991428458586516
CD8,0.6216948950130251
CD3,0.6979957704079438
IDO,0.8340879042056004
Keratin17,0.7393309164997923
CD45RO,0.8773171215173953
CD20,0.7791237421107426
p53,0.9739132560078642
Beta.catenin,1.5858191334463583
HLA.DR,1.0752080243010123
CD11b,1.0360470259590873
CD45,0.6346490084889898
H3K9ac,1.128389159783463
Pan.Keratin,1.554874611466951
H3K27me3,0.9982165808879967
phospho.S6,1.3805291692456085
MPO,0.7309533997541325
Keratin6,0.6816333497515094
HLA_Class_1,1.0889365782335851
