target,imp
FoxP3,8.788936804291968
Lag3,43.45314105435683
CD4,16.548449362149817
CD16,22.779827495484756
CD56,0.06187702920749999
OX40,0.0013241581015444406
CD31,4.363369985434129e-5
PD.L1,19.3078514170426
EGFR,16.24669718842292
Ki67,5.55006606807623
CD209,0.0029837986186700746
CD11c,8.705544136700222
CD68,24.462919587626708
CSF.1R,36.34075090401577
CD8,144.71397237078403
CD3,99.97949578907348
IDO,1.967929945251831
Keratin17,2.3890135396137877
CD63,1.1836832588059425
CD45RO,79.84759506237114
CD20,0
p53,0.004042946872333855
Beta.catenin,17.63956631627884
HLA.DR,33.97660428985772
CD11b,7.079417261435326
CD45,23.89662486232563
H3K9ac,21.247559924316334
Pan.Keratin,9.358524234447376
H3K27me3,14.723323139238307
phospho.S6,15.458977728498429
MPO,0.8537443222856246
Keratin6,24.834343764786414
HLA_Class_1,19.641847145586514
